,Unnamed: 0,Packing Type,Height,specific area,void fraction,L,uG,T Corr,DelP,k OH E-3,DCO2 E9,HCO2 E-5,[OH-],CO2 in,CO2 out,Fractional Area,ReL,WeL E4,FrL,Who?,Glycerol,[alk]
58,960,RSR 1.5,1.0,0.0,1.0,0.0014858841010401275,0.005319148936170193,0.8652849740932645,,,0.8363636363636362,0.9358974358974359,,0.3217592592592595,0.40816326530612235,0.38613861386138604,,,,Song,0.00%,0.101
59,961,RSR 1.5,1.0,0.0,1.0,0.09063893016344723,0.005319148936170193,0.8652849740932645,,,0.8272727272727274,0.9358974358974359,,0.32870370370370416,0.3525510204081631,0.4752475247524752,,,,Song,0.00%,0.102
60,962,RSR 1.5,1.0,0.0,1.0,0.2719167904903417,0.005319148936170193,0.8601036269430055,,,0.8272727272727274,0.9332264957264957,,0.3379629629629619,0.27755102040816326,0.5940594059405939,,,,Song,0.00%,0.102
61,963,RSR 1.5,1.0,0.0,1.0,0.4531946508172362,0.0,0.8601036269430055,,,0.8272727272727274,0.9332264957264957,,0.24768518518518512,0.20051020408163267,0.6633663366336633,,,,Song,0.00%,0.104
62,964,RSR 1.5,1.0,0.0,1.0,0.6359583952451707,0.005319148936170193,0.8601036269430055,,,0.8272727272727274,0.9332264957264957,,0.2754629629629619,0.173469387755102,0.7524752475247525,,,,Song,0.00%,0.103
63,965,RSR 1.5,1.0,0.0,1.0,0.8172362555720653,0.005319148936170193,0.8601036269430055,,,0.8272727272727274,0.9332264957264957,,0.2986111111111107,0.1428571428571428,0.8118811881188117,,,,Song,0.00%,0.103
64,966,RSR 1.5,1.0,0.0,1.0,0.9985141158989596,0.005319148936170193,0.8601036269430055,,,0.8272727272727274,0.9332264957264957,,0.32870370370370416,0.10663265306122449,0.891089108910891,,,,Song,0.00%,0.102
65,967,RSR 1.5,1.0,0.0,1.0,0.0014858841010401275,0.21276595744680843,0.9326424870466322,,,0.9181818181818182,0.9652777777777779,,0.11111111111111072,0.6908163265306121,0.39603960396039595,,,,Song,0.00%,0.094
66,968,RSR 1.5,1.0,0.0,1.0,0.09063893016344723,0.21276595744680843,0.9326424870466322,,,0.9181818181818182,0.9652777777777779,,0.11111111111111072,0.6372448979591837,0.49504950495049505,,,,Song,0.00%,0.094
67,969,RSR 1.5,1.0,0.0,1.0,0.2734026745913818,0.21276595744680843,0.9430051813471506,,,0.927272727272727,0.9706196581196582,,0.1134259259259256,0.563265306122449,0.6237623762376237,,,,Song,0.00%,0.095
68,970,RSR 1.5,1.0,0.0,1.0,0.4546805349182763,0.21276595744680843,1.0,,,1.0000000000000002,1.0,,0.0,0.49642857142857133,0.693069306930693,,,,Song,0.00%,0.096
69,971,RSR 1.5,1.0,0.0,1.0,0.6359583952451707,0.21276595744680843,0.9740932642487047,,,0.9727272727272729,0.9866452991452992,,0.07175925925925775,0.48520408163265294,0.7524752475247525,,,,Song,0.00%,0.096
70,972,RSR 1.5,1.0,0.0,1.0,0.8172362555720653,0.21276595744680843,0.9637305699481867,,,0.9545454545454548,0.9813034188034189,,0.08564814814814703,0.44999999999999984,0.8415841584158414,,,,Song,0.00%,0.095
71,973,RSR 1.5,1.0,0.0,1.0,0.9985141158989596,0.21276595744680843,0.9585492227979276,,,0.9454545454545455,0.9786324786324787,,0.09953703703703809,0.4239795918367346,0.9108910891089106,,,,Song,0.00%,0.095
72,974,RSR 1.5,1.0,0.0,1.0,0.0,0.47872340425531906,0.7823834196891194,,,0.7272727272727273,0.8931623931623932,,0.23611111111111072,0.9183673469387753,0.4257425742574257,,,,Song,0.00%,0.094
73,975,RSR 1.5,1.0,0.0,1.0,0.09063893016344723,0.4734042553191488,0.7823834196891194,,,0.7363636363636366,0.8958333333333334,,0.24074074074074048,0.8857142857142858,0.504950495049505,,,,Song,0.00%,0.094
74,976,RSR 1.5,1.0,0.0,1.0,0.2719167904903417,0.4734042553191488,0.7875647668393783,,,0.7363636363636366,0.8958333333333334,,0.2592592592592595,0.8387755102040814,0.6237623762376237,,,,Song,0.00%,0.094
75,977,RSR 1.5,1.0,0.0,1.0,0.4546805349182763,0.4734042553191488,0.7927461139896376,,,0.7454545454545458,0.8985042735042735,,0.24074074074074048,0.7964285714285714,0.7227722772277227,,,,Song,0.00%,0.094
76,978,RSR 1.5,1.0,0.0,1.0,0.6359583952451707,0.47872340425531906,0.8031088082901555,,,0.7545454545454546,0.9038461538461539,,0.20601851851851727,0.7551020408163264,0.8019801980198018,,,,Song,0.00%,0.097
77,979,RSR 1.5,1.0,0.0,1.0,0.8172362555720653,0.4734042553191488,0.7927461139896376,,,0.7454545454545458,0.8985042735042735,,0.21990740740740655,0.7255102040816325,0.9009900990099009,,,,Song,0.00%,0.096
78,980,RSR 1.5,1.0,0.0,1.0,0.9985141158989596,0.4734042553191488,0.7927461139896376,,,0.7454545454545458,0.8985042735042735,,0.2245370370370363,0.69234693877551,0.9999999999999998,,,,Song,0.00%,0.095
79,981,RSR 1.5,1.0,0.0,1.0,0.4546805349182763,0.7393617021276593,0.922279792746114,,,0.9000000000000001,0.9599358974358974,,0.10416666666666607,0.8785714285714284,0.7425742574257426,,,,Song,0.00%,0.092
80,982,RSR 1.5,1.0,0.0,1.0,0.4546805349182763,0.9999999999999998,0.9378238341968915,,,0.909090909090909,0.9652777777777779,,0.10416666666666607,0.9581632653061224,0.7821782178217822,,,,Song,0.00%,0.09
