,Unnamed: 0,Packing Type,Height,specific area,Corrugation angle,"S, Channel Side","B, Channel Base","h, Crimp height",packing element height,void fraction,LP/A,L,uG,T Corr,DelP,k OH E-3,DCO2 E9,HCO2 E-5,[OH-],CO2 in,CO2 out,Fractional Area,ReL,WeL E4,FrL,Who?,Glycerol,[alk]
222,222,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.495844875,0.226315789,0.507246377,0.263681592,0.332278481,0.659090909,0.016666667,0.428143713,0.308462238,0.493589744,0.478991597,0.204578524,0.116779348,0.250617284,Tsai,,
223,223,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.662049861,0.226315789,0.507246377,0.422885572,0.332278481,0.65530303,0.016666667,0.404191617,0.299363057,0.483974359,0.495798319,0.271752837,0.187697981,0.332921811,Tsai,,
224,224,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.828254848,0.226315789,0.518115942,0.567164179,0.34335443,0.659090909,0.017003367,0.366766467,0.308462238,0.487179487,0.512605042,0.340624697,0.272942178,0.417283951,Tsai,,
225,225,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.149584488,0.226315789,0.52173913,0.013681592,0.345727848,0.659090909,0.017171717,0.342814371,0.308462238,0.532051282,0.428571429,0.067804831,0.018722519,0.083127572,Tsai,,
226,226,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.024930748,0.489473684,0.536231884,0.029850746,0.359177215,0.662878788,0.017676768,0.320359281,0.326660601,0.794871795,0.226890756,0.015665923,0.001607489,0.019341564,Tsai,,
227,227,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.066481994,0.489473684,0.525362319,0.032338308,0.350474684,0.65530303,0.017340067,0.296407186,0.326660601,0.753205128,0.336134454,0.033077893,0.005768049,0.040740741,Tsai,,
228,228,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.108033241,0.489473684,0.518115942,0.03358209,0.341772152,0.651515152,0.017003367,0.27245509,0.317561419,0.740384615,0.361344538,0.049083325,0.01139426,0.060288066,Tsai,,
229,229,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.149584488,0.489473684,0.507246377,0.034825871,0.333860759,0.643939394,0.016666667,0.258982036,0.317561419,0.733974359,0.378151261,0.064749248,0.018438844,0.079423868,Tsai,,
230,230,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.232686981,0.489473684,0.5,0.047263682,0.326740506,0.640151515,0.016329966,0.251497006,0.317561419,0.71474359,0.428571429,0.097293627,0.036594014,0.119341564,Tsai,,
231,231,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.315789474,0.489473684,0.496376812,0.120646766,0.32278481,0.636363636,0.016161616,0.23502994,0.317561419,0.708333333,0.478991597,0.128237462,0.058389674,0.157201646,Tsai,,
232,232,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.495844875,0.489473684,0.5,0.353233831,0.325949367,0.636363636,0.016329966,0.214071856,0.326660601,0.698717949,0.512605042,0.19148317,0.11460451,0.234773663,Tsai,,
233,233,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.662049861,0.489473684,0.503623188,0.490049751,0.329905063,0.636363636,0.016498316,0.206586826,0.317561419,0.679487179,0.546218487,0.254922883,0.184530282,0.312345679,Tsai,,
234,234,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.329639889,0.489473684,0.507246377,0.15920398,0.331487342,0.636363636,0.016498316,0.19760479,0.326660601,0.730769231,0.43697479,0.127849452,0.058720628,0.156790123,Tsai,,
235,235,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.024930748,0.489473684,0.554347826,0.03358209,0.375791139,0.659090909,0.018350168,0.736526946,0.281164695,0.746794872,0.235294118,0.000970026,0.000425512,0.001234568,Tsai,,
236,236,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.038781163,0.489473684,0.572463768,0.036069652,0.394778481,0.662878788,0.019191919,0.69760479,0.262966333,0.724358974,0.268907563,0.001746047,0.000945582,0.002263374,Tsai,,
237,237,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.066481994,0.489473684,0.56884058,0.036069652,0.390822785,0.659090909,0.018855219,0.658682635,0.262966333,0.711538462,0.302521008,0.002764575,0.001843884,0.003497942,Tsai,,
238,238,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.108033241,0.489473684,0.547101449,0.039800995,0.370253165,0.643939394,0.018181818,0.619760479,0.262966333,0.701923077,0.344537815,0.00446212,0.003876885,0.005555556,Tsai,,
239,239,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.163434903,0.489473684,0.539855072,0.041044776,0.361550633,0.636363636,0.017845118,0.580838323,0.262966333,0.695512821,0.369747899,0.00630517,0.006713631,0.00781893,Tsai,,
240,240,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.232686981,0.489473684,0.528985507,0.044776119,0.350474684,0.628787879,0.017340067,0.564371257,0.262966333,0.682692308,0.403361345,0.009118246,0.011961609,0.011316872,Tsai,,
241,241,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.329639889,0.489473684,0.525362319,0.053482587,0.347310127,0.625,0.017340067,0.540419162,0.262966333,0.669871795,0.43697479,0.012416335,0.019526264,0.015432099,Tsai,,
242,242,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.495844875,0.489473684,0.52173913,0.114427861,0.344936709,0.621212121,0.017171717,0.51497006,0.272065514,0.657051282,0.487394958,0.018624503,0.037586875,0.023045267,Tsai,,
243,243,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.662049861,0.489473684,0.528985507,0.534825871,0.352056962,0.625,0.017340067,0.491017964,0.262966333,0.628205128,0.554621849,0.025269182,0.061368257,0.031069959,Tsai,,
244,244,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.024930748,0.226315789,0.539855072,0.012437811,0.365506329,0.628787879,0.017845118,0.458083832,0.262966333,0.618589744,0.277310924,0.001067029,0.000567349,0.001440329,Tsai,,
245,245,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.066481994,0.226315789,0.539855072,0.013681592,0.363924051,0.625,0.017845118,0.423652695,0.244767971,0.596153846,0.319327731,0.002619071,0.001843884,0.003292181,Tsai,,
246,246,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.108033241,0.226315789,0.536231884,0.014925373,0.362341772,0.621212121,0.017845118,0.390718563,0.244767971,0.586538462,0.352941176,0.003977107,0.003356815,0.005144033,Tsai,,
247,247,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.149584488,0.226315789,0.536231884,0.016169154,0.360759494,0.617424242,0.017676768,0.356287425,0.244767971,0.576923077,0.369747899,0.005820157,0.005957165,0.007201646,Tsai,,
248,248,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.232686981,0.226315789,0.536231884,0.017412935,0.360759494,0.613636364,0.017676768,0.342814371,0.244767971,0.554487179,0.411764706,0.009118246,0.01191433,0.011316872,Tsai,,
249,249,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.329639889,0.226315789,0.532608696,0.021144279,0.359177215,0.613636364,0.017676768,0.321856287,0.244767971,0.541666667,0.453781513,0.012513338,0.019526264,0.015432099,Tsai,,
250,250,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.495844875,0.226315789,0.532608696,0.027363184,0.356803797,0.609848485,0.017508418,0.30239521,0.244767971,0.532051282,0.470588235,0.018964012,0.038012387,0.02345679,Tsai,,
251,251,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.662049861,0.226315789,0.536231884,0.179104478,0.362341772,0.609848485,0.017676768,0.284431138,0.23566879,0.506410256,0.537815126,0.025802697,0.062030164,0.031687243,Tsai,,
252,252,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.828254848,0.226315789,0.543478261,0.44278607,0.371044304,0.613636364,0.018013468,0.276946108,0.244767971,0.493589744,0.554621849,0.032495877,0.089452035,0.039917695,Tsai,,
253,253,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.024930748,0.015789474,0.550724638,0,0.376582278,0.609848485,0.018181818,0.21257485,0.253867152,0.448717949,0.277310924,0.000921525,0.000472791,0.001234568,Tsai,,
254,254,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.163434903,0.015789474,0.543478261,0.002487562,0.371044304,0.606060606,0.018013468,0.182634731,0.244767971,0.384615385,0.386554622,0.006353672,0.006571793,0.008024691,Tsai,,
255,255,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.315789474,0.015789474,0.536231884,0.003731343,0.363924051,0.602272727,0.017845118,0.178143713,0.253867152,0.355769231,0.445378151,0.01261034,0.019242589,0.01563786,Tsai,,
256,256,M250X,0.756097561,0.426605505,0.6,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.495844875,0.015789474,0.539855072,0.006218905,0.365506329,0.598484848,0.017845118,0.146706587,0.262966333,0.342948718,0.478991597,0.019546028,0.038816132,0.024074074,Tsai,,
257,257,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.024930748,0.489473684,0.663043478,0.062189055,0.493670886,0.768939394,0.022558923,0.661676647,0.272065514,0.756410256,0.201680672,0.018964012,0.000567349,0.018930041,Tsai,,
258,258,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.038781163,0.489473684,0.670289855,0.063432836,0.503164557,0.768939394,0.022895623,0.627245509,0.262966333,0.727564103,0.260504202,0.03074983,0.001371094,0.030658436,Tsai,,
259,259,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.066481994,0.489473684,0.666666667,0.064676617,0.5,0.765151515,0.022727273,0.591317365,0.281164695,0.711538462,0.302521008,0.043311669,0.002505792,0.043209877,Tsai,,
260,260,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.108033241,0.489473684,0.655797101,0.067164179,0.486550633,0.753787879,0.022222222,0.556886228,0.299363057,0.701923077,0.344537815,0.063003201,0.004822467,0.062962963,Tsai,,
261,261,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.149584488,0.489473684,0.644927536,0.070895522,0.476265823,0.746212121,0.021885522,0.520958084,0.281164695,0.695512821,0.361344538,0.083082743,0.00780105,0.083127572,Tsai,,
262,262,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.232686981,0.489473684,0.648550725,0.077114428,0.478639241,0.742424242,0.021885522,0.502994012,0.281164695,0.682692308,0.394957983,0.124017848,0.015365704,0.124074074,Tsai,,
263,263,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.315789474,0.489473684,0.655797101,0.083333333,0.487341772,0.746212121,0.022222222,0.48502994,0.272065514,0.673076923,0.411764706,0.165486468,0.024868801,0.165432099,Tsai,,
264,264,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.495844875,0.489473684,0.65942029,0.108208955,0.491297468,0.746212121,0.022390572,0.464071856,0.281164695,0.647435897,0.470588235,0.248569211,0.049028415,0.248559671,Tsai,,
265,265,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.662049861,0.489473684,0.666666667,0.167910448,0.503955696,0.75,0.022727273,0.438622754,0.272065514,0.631410256,0.512605042,0.331942962,0.079287031,0.331893004,Tsai,,
266,266,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.828254848,0.489473684,0.673913043,0.243781095,0.509493671,0.75,0.022895623,0.419161677,0.262966333,0.608974359,0.571428571,0.416189737,0.115266418,0.416255144,Tsai,,
267,267,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.828254848,0.226315789,0.695652174,0.177860697,0.538765823,0.753787879,0.023905724,0.332335329,0.244767971,0.455128205,0.554621849,0.422349403,0.116542953,0.422427984,Tsai,,
268,268,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.662049861,0.226315789,0.699275362,0.103233831,0.544303797,0.753787879,0.024074074,0.315868263,0.253867152,0.46474359,0.537815126,0.336987099,0.080185334,0.337037037,Tsai,,
269,269,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.495844875,0.226315789,0.699275362,0.055970149,0.545094937,0.75,0.024074074,0.293413174,0.23566879,0.483974359,0.504201681,0.251673295,0.049548485,0.251646091,Tsai,,
270,270,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.315789474,0.226315789,0.699275362,0.036069652,0.545886076,0.746212121,0.024074074,0.263473054,0.23566879,0.512820513,0.462184874,0.16703851,0.025199754,0.167078189,Tsai,,
271,271,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.232686981,0.226315789,0.702898551,0.031094527,0.549841772,0.742424242,0.024074074,0.194610778,0.253867152,0.53525641,0.453781513,0.123678339,0.015460262,0.123662551,Tsai,,
272,272,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.149584488,0.226315789,0.706521739,0.028606965,0.553006329,0.742424242,0.024242424,0.184131737,0.272065514,0.564102564,0.411764706,0.082015714,0.00780105,0.082098765,Tsai,,
273,273,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.108033241,0.226315789,0.706521739,0.026119403,0.554588608,0.738636364,0.024242424,0.169161677,0.253867152,0.583333333,0.378151261,0.061257154,0.004822467,0.061316872,Tsai,,
274,274,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.066481994,0.226315789,0.710144928,0.026119403,0.559335443,0.742424242,0.024410774,0.154191617,0.226569609,0.605769231,0.336134454,0.038849549,0.002222117,0.038888889,Tsai,,
275,275,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.024930748,0.226315789,0.702898551,0.024875622,0.55221519,0.734848485,0.024242424,0.139221557,0.23566879,0.673076923,0.226890756,0.016441944,0.000472791,0.016460905,Tsai,,
276,276,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.052631579,0.015789474,0.713768116,0.004975124,0.563291139,0.738636364,0.024579125,0.124251497,0.244767971,0.426282051,0.294117647,0.029682801,0.001418373,0.02962963,Tsai,,
277,277,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.149584488,0.015789474,0.695652174,0.007462687,0.543512658,0.731060606,0.023905724,0.121257485,0.244767971,0.391025641,0.361344538,0.080948686,0.00780105,0.081069959,Tsai,,
278,278,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.315789474,0.015789474,0.695652174,0.009950249,0.543512658,0.727272727,0.023905724,0.109281437,0.226569609,0.349358974,0.420168067,0.162479387,0.02491608,0.16255144,Tsai,,
279,279,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.662049861,0.015789474,0.702898551,0.052238806,0.55221519,0.731060606,0.024242424,0.106287425,0.217470428,0.310897436,0.478991597,0.327286837,0.079570706,0.327366255,Tsai,,
280,280,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.024930748,0.226315789,0.731884058,0.024875622,0.584651899,0.810606061,0.025420875,0.639221557,0.244767971,0.548076923,0.268907563,0.019740033,0.001512931,0.019753086,Tsai,,
281,281,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.066481994,0.226315789,0.742753623,0.027363184,0.598101266,0.810606061,0.025757576,0.592814371,0.226569609,0.490384615,0.361344538,0.044136192,0.006051723,0.044238683,Tsai,,
282,282,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.121883657,0.226315789,0.724637681,0.032338308,0.571993671,0.795454545,0.024915825,0.546407186,0.217470428,0.471153846,0.411764706,0.06887186,0.013049028,0.068930041,Tsai,,
283,283,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.149584488,0.226315789,0.713768116,0.052238806,0.561708861,0.787878788,0.024579125,0.532934132,0.226569609,0.451923077,0.462184874,0.085653313,0.019148031,0.085596708,Tsai,,
284,284,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.232686981,0.226315789,0.713768116,0.03358209,0.561708861,0.784090909,0.024579125,0.508982036,0.226569609,0.445512821,0.478991597,0.128043457,0.037681434,0.127983539,Tsai,,
285,285,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.315789474,0.226315789,0.713768116,0.039800995,0.559335443,0.78030303,0.024579125,0.48502994,0.217470428,0.439102564,0.504201681,0.170676108,0.060895466,0.170781893,Tsai,,
286,286,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.495844875,0.226315789,0.713768116,0.310945274,0.558544304,0.776515152,0.024579125,0.467065868,0.217470428,0.439102564,0.512605042,0.254195363,0.119426977,0.254115226,Tsai,,
287,287,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.662049861,0.226315789,0.721014493,0.483830846,0.568037975,0.78030303,0.024747475,0.45508982,0.226569609,0.416666667,0.56302521,0.339509167,0.193229635,0.339506173,Tsai,,
288,288,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.011080332,0.489473684,0.717391304,0.062189055,0.568037975,0.776515152,0.024747475,0.402694611,0.244767971,0.75,0.25210084,0.01590843,0.001134698,0.015843621,Tsai,,
289,289,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.038781163,0.489473684,0.731884058,0.062189055,0.587025316,0.776515152,0.025252525,0.350299401,0.199272066,0.724358974,0.285714286,0.030070812,0.003404094,0.030041152,Tsai,,
290,290,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.066481994,0.489473684,0.731884058,0.063432836,0.586234177,0.768939394,0.025252525,0.299401198,0.23566879,0.698717949,0.369747899,0.041662625,0.005957165,0.041769547,Tsai,,
291,291,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.108033241,0.489473684,0.717391304,0.06840796,0.569620253,0.761363636,0.024747475,0.28742515,0.217470428,0.685897436,0.403361345,0.061742167,0.011772493,0.061728395,Tsai,,
292,292,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.149584488,0.489473684,0.702898551,0.072139303,0.547468354,0.75,0.024074074,0.275449102,0.217470428,0.679487179,0.428571429,0.081579203,0.019053473,0.081481481,Tsai,,
293,293,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.232686981,0.489473684,0.692028986,0.089552239,0.536392405,0.742424242,0.023737374,0.263473054,0.226569609,0.663461538,0.478991597,0.121156271,0.037161364,0.121193416,Tsai,,
294,294,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.315789474,0.489473684,0.692028986,0.208955224,0.534018987,0.742424242,0.023569024,0.254491018,0.217470428,0.647435897,0.512605042,0.161218353,0.060044442,0.161316872,Tsai,,
295,295,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.495844875,0.489473684,0.692028986,0.40920398,0.533227848,0.738636364,0.023569024,0.233532934,0.208371247,0.618589744,0.596638655,0.241391018,0.11772493,0.241358025,Tsai,,
296,296,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.662049861,0.489473684,0.695652174,0.547263682,0.541139241,0.738636364,0.023905724,0.202095808,0.217470428,0.599358974,0.655462185,0.322485207,0.190534726,0.322427984,Tsai,,
297,297,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.038781163,0.015789474,0.717391304,0.004975124,0.567246835,0.746212121,0.024579125,0.172155689,0.23566879,0.387820513,0.327731092,0.027500243,0.003073141,0.027572016,Tsai,,
298,298,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.149584488,0.015789474,0.710144928,0.007462687,0.557753165,0.742424242,0.024410774,0.163173653,0.208371247,0.342948718,0.403361345,0.080706179,0.018864356,0.080658436,Tsai,,
299,299,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.024930748,0.226315789,0.855072464,0.026119403,0.765031646,0.825757576,0.03047138,0.708083832,0.281164695,0.560897436,0.235294118,0.001891551,0.000614628,0.001851852,Tsai,,
300,300,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.038781163,0.226315789,0.865942029,0.026119403,0.785601266,0.829545455,0.030976431,0.663173653,0.253867152,0.538461538,0.260504202,0.002619071,0.00104014,0.002674897,Tsai,,
301,301,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.108033241,0.226315789,0.847826087,0.029850746,0.752373418,0.810606061,0.03013468,0.616766467,0.272065514,0.490384615,0.361344538,0.006062664,0.003876885,0.005967078,Tsai,,
302,302,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.149584488,0.226315789,0.81884058,0.031094527,0.70806962,0.787878788,0.028956229,0.571856287,0.272065514,0.490384615,0.386554622,0.007905713,0.006146281,0.008024691,Tsai,,
303,303,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.232686981,0.226315789,0.804347826,0.03358209,0.689082278,0.78030303,0.028282828,0.553892216,0.262966333,0.483974359,0.403361345,0.012125327,0.012245284,0.012139918,Tsai,,
304,304,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.315789474,0.226315789,0.797101449,0.036069652,0.680379747,0.776515152,0.028114478,0.55239521,0.272065514,0.474358974,0.428571429,0.016247939,0.019809938,0.016255144,Tsai,,
305,305,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.495844875,0.226315789,0.797101449,0.0460199,0.678006329,0.772727273,0.027946128,0.526946108,0.253867152,0.448717949,0.478991597,0.024590164,0.039005248,0.024691358,Tsai,,
306,306,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.662049861,0.226315789,0.797101449,0.106965174,0.679588608,0.768939394,0.028114478,0.498502994,0.253867152,0.435897436,0.504201681,0.032883888,0.062502955,0.032921811,Tsai,,
307,307,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.828254848,0.226315789,0.804347826,0.254975124,0.688291139,0.768939394,0.028282828,0.47754491,0.262966333,0.419871795,0.546218487,0.041905131,0.09181599,0.041975309,Tsai,,
308,308,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.024930748,0.489473684,0.804347826,0.064676617,0.689873418,0.768939394,0.028282828,0.456586826,0.281164695,0.766025641,0.218487395,0.001455039,0.000472791,0.001440329,Tsai,,
309,309,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.038781163,0.489473684,0.804347826,0.065920398,0.689082278,0.765151515,0.028282828,0.435628743,0.281164695,0.746794872,0.260504202,0.002376564,0.000992861,0.002469136,Tsai,,
310,310,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.066481994,0.489473684,0.800724638,0.06840796,0.685126582,0.761363636,0.028114478,0.414670659,0.272065514,0.727564103,0.294117647,0.0036861,0.001938443,0.003703704,Tsai,,
311,311,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.149584488,0.489473684,0.778985507,0.075870647,0.651898734,0.746212121,0.027272727,0.393712575,0.272065514,0.698717949,0.369747899,0.007517703,0.00624084,0.007613169,Tsai,,
312,312,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.232686981,0.489473684,0.75,0.082089552,0.61471519,0.731060606,0.026094276,0.372754491,0.272065514,0.695512821,0.386554622,0.011203803,0.011961609,0.011111111,Tsai,,
313,313,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.329639889,0.489473684,0.75,0.092039801,0.611550633,0.727272727,0.026094276,0.363772455,0.262966333,0.685897436,0.420168067,0.015035406,0.019384426,0.015020576,Tsai,,
314,314,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.495844875,0.489473684,0.746376812,0.182835821,0.611550633,0.723484848,0.025925926,0.339820359,0.272065514,0.66025641,0.487394958,0.022747114,0.038106945,0.022839506,Tsai,,
315,315,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.662049861,0.489473684,0.75,0.490049751,0.612341772,0.723484848,0.026094276,0.323353293,0.272065514,0.641025641,0.537815126,0.030555825,0.061368257,0.030658436,Tsai,,
316,316,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.066481994,0.015789474,0.768115942,0.006218905,0.641613924,0.731060606,0.026936027,0.288922156,0.290263876,0.391025641,0.302521008,0.003395092,0.001843884,0.003497942,Tsai,,
317,317,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.108033241,0.015789474,0.764492754,0.007462687,0.636867089,0.727272727,0.026767677,0.254491018,0.262966333,0.381410256,0.319327731,0.005432147,0.003782327,0.005349794,Tsai,,
318,318,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.329639889,0.015789474,0.764492754,0.01119403,0.632911392,0.723484848,0.026599327,0.25,0.262966333,0.336538462,0.394957983,0.015423416,0.019668101,0.015432099,Tsai,,
319,319,M252Y,0.512195122,0.431192661,0,0.00111221,0.001511929,0.001608308,0,,0.000739576,0.828254848,0.015789474,0.77173913,0.043532338,0.64556962,0.727272727,0.026936027,0.22005988,0.262966333,0.288461538,0.478991597,0.039965079,0.090444896,0.039917695,Tsai,,
