,Packing Type,Height,Pack. Config,System,Column Diameter,a wall,specific wall area,specific area,Corrugation angle,"S, Channel Side","B, Channel Base","h, Crimp height",packing element height,void fraction,LP/A,L,uG,T Corr,DelP,k OH E-3,DCO2 E9,HCO2 E-5,[OH-],CO2 in,CO2 out,Fractional Area,ReL,WeL E4,FrL,Who?,Glycerol,[alk]
355,M250YS,3.1,,,,,,250.0,45.0,0.017,0.0241,0.0119,237.1073,,237.11,9.0,1.5,23.8,75.0,7.92,1.91,29.6,0.0773,394.0,261.0,0.84,10.5,228.0,2.48,Tsai,,
356,M250YS,3.1,,,,,,250.0,45.0,0.017,0.0241,0.0119,237.1073,,237.11,12.0,1.5,23.4,79.0,7.73,1.88,29.2,0.0757,394.0,259.0,0.88,13.75,364.0,3.24,Tsai,,
357,M250YS,3.1,,,,,,250.0,45.0,0.017,0.0241,0.0119,237.1073,,237.11,18.0,1.5,22.9,91.0,7.52,1.86,28.9,0.0746,393.0,258.0,0.9,20.47,715.0,4.82,Tsai,,
358,M250YS,3.1,,,,,,250.0,45.0,0.017,0.0241,0.0119,237.1073,,237.11,24.0,1.5,22.6,109.0,7.36,1.84,28.6,0.0735,393.0,253.0,0.95,27.16,1155.0,6.4,Tsai,,
359,M250YS,3.1,,,,,,250.0,45.0,0.017,0.0241,0.0119,237.1073,,237.11,37.0,1.5,22.2,202.0,7.16,1.81,28.2,0.0731,393.0,247.0,1.01,40.46,2261.0,9.54,Tsai,,
360,M250YS,3.1,,,,,,250.0,45.0,0.017,0.0241,0.0119,237.1073,,237.11,25.0,0.6,21.6,29.0,6.92,1.78,27.8,0.0721,394.0,144.0,0.9,27.42,1168.0,6.46,Tsai,,
361,M250YS,3.1,,,,,,250.0,45.0,0.017,0.0241,0.0119,237.1073,,237.11,12.0,0.6,21.4,16.0,6.83,1.76,27.6,0.0687,394.0,156.0,0.85,13.61,364.0,3.21,Tsai,,
362,M250YS,3.1,,,,,,250.0,45.0,0.017,0.0241,0.0119,237.1073,,237.11,6.0,0.6,21.2,15.0,6.77,1.75,27.5,0.0678,395.0,168.0,0.79,6.76,113.0,1.59,Tsai,,
363,M250YS,3.1,,,,,,250.0,45.0,0.017,0.0241,0.0119,237.1073,,237.11,4.0,0.6,21.1,14.0,6.73,1.74,27.4,0.0669,395.0,180.0,0.74,4.41,56.0,1.04,Tsai,,
364,M125Y,3.2,,Baseline,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,3.0,1.0,25.8,18.0,8.91,2.11,31.2,0.1002,394.0,291.0,0.69,8.78,57.0,2.07,Tsai,,
365,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,6.0,1.0,25.9,19.0,8.97,2.11,31.3,0.0984,394.0,278.0,0.81,17.76,189.0,4.19,Tsai,,
366,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,9.0,1.0,25.6,19.0,8.8,2.08,31.0,0.0965,394.0,274.0,0.84,26.19,368.0,6.17,Tsai,,
367,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,12.0,1.0,25.4,20.0,8.71,2.07,30.9,0.0947,392.0,270.0,0.88,34.6,591.0,8.15,Tsai,,
368,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,18.0,1.0,25.5,21.0,8.74,2.07,30.9,0.0945,392.0,263.0,0.95,51.78,1161.0,12.2,Tsai,,
369,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,24.0,1.0,25.5,22.0,8.77,2.07,31.0,0.0937,392.0,259.0,0.99,68.99,1875.0,16.26,Tsai,,
370,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,37.0,1.0,25.6,29.0,8.82,2.07,31.1,0.0928,391.0,251.0,1.06,103.45,3681.0,24.38,Tsai,,
371,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,49.0,1.0,25.5,44.0,8.77,2.06,31.0,0.092,390.0,246.0,1.11,138.07,5946.0,32.54,Tsai,,
372,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,61.0,1.0,25.5,67.0,8.77,2.06,31.0,0.091,390.0,242.0,1.16,173.1,8646.0,40.8,Tsai,,
373,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,72.0,1.0,25.6,90.0,8.81,2.06,31.0,0.0898,389.0,235.0,1.23,206.31,11528.0,48.63,Tsai,,
374,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,3.0,1.5,25.2,37.0,8.63,2.03,30.8,0.0882,389.0,320.0,0.73,8.69,59.0,2.05,Tsai,,
375,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,4.0,1.5,25.2,38.0,8.63,2.02,30.8,0.0866,387.0,315.0,0.77,12.01,102.0,2.83,Tsai,,
376,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,6.0,1.5,25.1,38.0,8.58,2.01,30.7,0.0849,387.0,312.0,0.82,17.11,187.0,4.03,Tsai,,
377,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,9.0,1.5,24.8,39.0,8.41,1.99,30.4,0.0833,386.0,309.0,0.86,25.12,361.0,5.92,Tsai,,
378,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,12.0,1.5,24.6,41.0,8.3,1.98,30.2,0.083,387.0,307.0,0.91,33.46,588.0,7.89,Tsai,,
379,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,18.0,1.5,24.5,43.0,8.24,1.97,30.1,0.0825,386.0,301.0,0.98,49.9,1150.0,11.76,Tsai,,
380,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,24.0,1.5,24.7,46.0,8.35,1.98,30.3,0.0817,385.0,299.0,1.0,66.38,1853.0,15.65,Tsai,,
381,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,37.0,1.5,24.6,57.0,8.31,1.97,30.2,0.0809,386.0,294.0,1.08,99.57,3642.0,23.47,Tsai,,
382,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,49.0,1.5,24.7,75.0,8.35,1.97,30.3,0.08,387.0,289.0,1.16,132.93,5892.0,31.33,Tsai,,
383,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,61.0,1.5,24.8,99.0,8.44,1.97,30.4,0.0789,389.0,287.0,1.22,166.14,8524.0,39.16,Tsai,,
384,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,3.0,0.6,25.3,7.0,8.71,1.99,30.8,0.0775,389.0,246.0,0.72,8.75,62.0,2.06,Tsai,,
385,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,12.0,0.6,25.2,8.0,8.62,1.98,30.7,0.0762,388.0,225.0,0.88,33.35,584.0,7.86,Tsai,,
386,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,25.0,0.6,25.1,9.0,8.59,1.97,30.7,0.0757,388.0,210.0,1.01,67.1,1871.0,15.82,Tsai,,
387,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,72.0,0.6,25.2,60.0,8.66,1.98,30.8,0.0749,387.0,186.0,1.2,199.12,11355.0,46.93,Tsai,,
388,M125Y,3.2,,Low surf tens,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,3.0,1.0,30.1,17.0,11.56,2.35,35.0,0.0996,391.0,276.0,0.73,9.27,128.0,2.19,Tsai,,
389,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,6.0,1.0,30.5,18.0,11.86,2.36,35.4,0.0967,390.0,261.0,0.86,19.71,457.0,4.65,Tsai,,
390,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,9.0,1.0,30.2,19.0,11.61,2.34,35.1,0.0962,391.0,255.0,0.91,29.39,907.0,6.93,Tsai,,
391,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,12.0,1.0,29.9,20.0,11.42,2.32,34.8,0.0959,389.0,252.0,0.93,38.82,1457.0,9.15,Tsai,,
392,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,18.0,1.0,29.9,22.0,11.44,2.32,34.8,0.0954,391.0,245.0,1.01,57.93,2858.0,13.66,Tsai,,
393,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,24.0,1.0,29.8,29.0,11.35,2.31,34.7,0.0947,391.0,242.0,1.05,76.8,4589.0,18.1,Tsai,,
394,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,37.0,1.0,29.6,50.0,11.25,2.3,34.6,0.0934,390.0,235.0,1.12,114.93,9018.0,27.09,Tsai,,
395,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,49.0,1.0,29.7,75.0,11.28,2.29,34.6,0.0924,389.0,230.0,1.17,152.93,14522.0,36.05,Tsai,,
396,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,61.0,1.0,29.8,106.0,11.39,2.3,34.8,0.0908,389.0,223.0,1.23,192.13,21153.0,45.29,Tsai,,
397,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,3.0,1.5,30.1,37.0,11.57,2.3,35.0,0.0884,388.0,308.0,0.78,8.96,127.0,2.11,Tsai,,
398,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,4.0,1.5,30.1,39.0,11.62,2.29,35.0,0.0859,386.0,305.0,0.81,13.78,263.0,3.25,Tsai,,
399,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,6.0,1.5,30.1,41.0,11.58,2.28,35.0,0.0834,387.0,300.0,0.88,19.03,460.0,4.49,Tsai,,
400,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,9.0,1.5,30.0,44.0,11.53,2.27,34.9,0.0832,386.0,294.0,0.96,28.12,890.0,6.63,Tsai,,
401,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,12.0,1.5,29.8,47.0,11.41,2.26,34.7,0.0829,387.0,291.0,1.0,37.27,1438.0,8.78,Tsai,,
402,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,18.0,1.5,29.5,55.0,11.22,2.24,34.5,0.0821,387.0,289.0,1.05,55.61,2818.0,13.11,Tsai,,
403,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,24.0,1.5,29.5,63.0,11.19,2.23,34.4,0.081,387.0,286.0,1.08,74.01,4559.0,17.45,Tsai,,
404,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,37.0,1.5,29.5,91.0,11.21,2.23,34.5,0.0799,385.0,281.0,1.14,110.86,8964.0,26.13,Tsai,,
405,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,49.0,1.5,29.7,135.0,11.34,2.24,34.6,0.0799,386.0,276.0,1.21,147.67,14395.0,34.81,Tsai,,
406,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,61.0,0.6,29.9,56.0,11.47,2.24,34.8,0.0784,387.0,171.0,1.18,186.62,21018.0,43.99,Tsai,,
407,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,24.0,0.6,30.0,12.0,11.56,2.25,34.9,0.0778,386.0,190.0,1.04,75.18,4586.0,17.72,Tsai,,
408,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,12.0,0.6,30.0,9.0,11.52,2.24,34.9,0.0773,387.0,202.0,0.95,37.62,1445.0,8.87,Tsai,,
409,M125Y,3.2,,,,,,125.0,45.0,0.037,0.055,0.0248,,,108.5,3.0,0.6,30.2,7.0,11.71,2.25,35.1,0.0768,385.0,225.0,0.79,9.79,153.0,2.31,Tsai,,
410,M2Y,3.1,,Baseline,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,3.0,1.0,28.9,28.0,10.77,2.28,34.0,0.1009,436.0,263.0,0.66,6.04,29.0,1.42,Tsai,,
411,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,6.0,1.0,28.8,28.0,10.72,2.26,33.9,0.0972,436.0,247.0,0.75,10.59,76.0,2.5,Tsai,,
412,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,12.0,1.0,28.5,30.0,10.52,2.22,33.6,0.0936,436.0,239.0,0.82,20.66,240.0,4.87,Tsai,,
413,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,24.0,1.0,28.5,33.0,10.52,2.22,33.6,0.0927,436.0,228.0,0.89,40.76,754.0,9.61,Tsai,,
414,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,37.0,1.0,28.2,37.0,10.37,2.2,33.4,0.0914,435.0,222.0,0.94,60.9,1484.0,14.35,Tsai,,
415,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,49.0,1.0,28.2,47.0,10.34,2.19,33.3,0.0904,435.0,216.0,0.98,80.77,2395.0,19.04,Tsai,,
416,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,61.0,1.0,28.2,68.0,10.36,2.18,33.3,0.0885,436.0,211.0,1.02,100.35,3460.0,23.65,Tsai,,
417,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,73.0,1.0,28.1,69.0,10.27,2.17,33.2,0.0872,436.0,211.0,1.04,120.22,4694.0,28.34,Tsai,,
418,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,3.0,1.5,28.2,57.0,10.39,2.17,33.4,0.0844,422.0,313.0,0.65,4.16,17.0,0.98,Tsai,,
419,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,6.0,1.5,27.7,60.0,10.07,2.13,32.9,0.0816,422.0,298.0,0.78,9.84,74.0,2.32,Tsai,,
420,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,12.0,1.5,27.1,64.0,9.69,2.08,32.3,0.0787,420.0,293.0,0.84,19.35,236.0,4.56,Tsai,,
421,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,18.0,1.5,26.7,67.0,9.47,2.06,32.0,0.0776,420.0,290.0,0.88,28.71,461.0,6.77,Tsai,,
422,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,24.0,1.5,26.2,71.0,9.22,2.03,31.6,0.0767,424.0,288.0,0.93,37.7,735.0,8.89,Tsai,,
423,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,37.0,1.5,25.8,81.0,9.0,2.0,31.3,0.0755,424.0,282.0,0.99,56.29,1446.0,13.27,Tsai,,
424,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,49.0,1.5,25.5,96.0,8.83,1.98,31.0,0.0748,424.0,278.0,1.05,74.66,2333.0,17.6,Tsai,,
425,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,61.0,1.5,25.3,146.0,8.72,1.96,30.8,0.0728,421.0,274.0,1.09,93.19,3384.0,21.97,Tsai,,
426,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,73.0,0.6,25.3,24.0,8.69,1.96,30.8,0.071,471.0,167.0,1.07,112.09,4595.0,26.42,Tsai,,
427,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,49.0,0.6,25.2,19.0,8.64,1.94,30.7,0.0688,471.0,180.0,1.01,74.74,2339.0,17.62,Tsai,,
428,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,24.0,0.6,25.1,14.0,8.61,1.94,30.7,0.0682,471.0,189.0,0.97,37.24,735.0,8.78,Tsai,,
429,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,12.0,0.6,25.0,13.0,8.58,1.92,30.6,0.0661,470.0,205.0,0.89,18.66,234.0,4.4,Tsai,,
430,M2Y,3.1,,,,,,205.0,45.0,0.0215,0.033,0.0138,,,188.845,3.0,0.6,24.8,11.0,8.49,1.9,30.5,0.0623,470.0,235.0,0.78,3.83,17.0,0.9,Tsai,,
431,F1Y,3.0,,Baseline,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,6.0,1.5,34.0,133.0,14.52,2.56,38.5,0.0913,380.0,201.0,0.62,5.02,19.0,1.18,Tsai,,
432,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,12.0,1.5,33.3,144.0,13.99,2.52,37.9,0.0913,380.0,189.0,0.68,9.75,60.0,2.3,Tsai,,
433,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,18.0,1.5,32.9,159.0,13.64,2.49,37.5,0.0906,380.0,188.0,0.7,14.42,118.0,3.4,Tsai,,
434,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,24.0,1.5,32.5,180.0,13.31,2.46,37.1,0.0892,380.0,185.0,0.73,19.02,189.0,4.48,Tsai,,
435,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,31.0,1.5,32.0,214.0,12.95,2.42,36.7,0.0874,380.0,183.0,0.76,23.56,273.0,5.55,Tsai,,
436,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,37.0,1.5,31.8,290.0,12.77,2.39,36.5,0.0848,380.0,180.0,0.8,28.0,369.0,6.6,Tsai,,
437,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,6.0,1.0,29.4,80.0,11.11,2.3,34.4,0.0958,391.0,151.0,0.67,4.81,19.0,1.13,Tsai,,
438,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,12.0,1.0,29.5,68.0,11.17,2.31,34.5,0.0956,391.0,142.0,0.71,9.49,59.0,2.24,Tsai,,
439,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,18.0,1.0,29.6,84.0,11.26,2.31,34.6,0.0943,391.0,138.0,0.73,14.11,116.0,3.33,Tsai,,
440,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,24.0,1.0,29.8,89.0,11.36,2.31,34.7,0.0924,391.0,135.0,0.75,18.75,188.0,4.42,Tsai,,
441,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,37.0,1.0,30.1,128.0,11.59,2.32,35.0,0.0906,391.0,130.0,0.78,28.06,369.0,6.61,Tsai,,
442,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,49.0,1.0,30.2,261.0,11.66,2.31,35.1,0.0881,388.0,127.0,0.81,37.35,596.0,8.8,Tsai,,
443,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,6.0,0.6,33.4,12.0,14.03,2.53,38.0,0.0955,390.0,76.0,0.64,4.96,19.0,1.17,Tsai,,
444,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,12.0,0.6,33.4,19.0,14.03,2.52,38.0,0.0955,390.0,68.0,0.68,9.93,60.0,2.34,Tsai,,
445,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,18.0,0.6,33.5,55.0,14.14,2.53,38.1,0.0949,390.0,66.0,0.69,14.9,119.0,3.51,Tsai,,
446,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,25.0,0.6,33.4,34.0,14.08,2.52,38.0,0.0932,390.0,63.0,0.72,19.85,193.0,4.68,Tsai,,
447,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,37.0,0.6,33.4,39.0,14.1,2.51,38.1,0.0919,390.0,59.0,0.75,29.66,378.0,6.99,Tsai,,
448,F1Y,3.0,,Intermediate visc,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,2.0,1.0,33.5,75.0,14.13,2.4,38.1,0.0885,411.0,191.0,0.53,0.28,2.0,0.07,Tsai,,
449,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,6.0,1.0,33.8,92.0,14.39,2.41,38.4,0.0865,411.0,160.0,0.65,0.69,11.0,0.16,Tsai,,
450,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,12.0,1.0,32.8,162.0,13.58,2.34,37.4,0.085,408.0,151.0,0.71,1.34,35.0,0.32,Tsai,,
451,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,24.0,1.0,34.1,103.0,14.64,2.39,38.6,0.0807,398.0,132.0,0.79,2.72,111.0,0.64,Tsai,,
452,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,31.0,1.0,34.3,231.0,14.8,2.4,38.8,0.0796,398.0,134.0,0.78,3.37,161.0,0.8,Tsai,,
453,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,18.0,1.0,34.3,225.0,14.85,2.39,38.8,0.0781,401.0,146.0,0.73,2.03,69.0,0.48,Tsai,,
454,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,2.0,1.5,34.7,155.0,15.21,2.4,39.2,0.0751,388.0,243.0,0.52,0.28,2.0,0.07,Tsai,,
455,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,6.0,1.5,34.9,168.0,15.39,2.39,39.4,0.071,388.0,224.0,0.63,0.69,11.0,0.16,Tsai,,
456,F1Y,3.0,,,,,,410.0,45.0,0.009,0.0127,0.064,,,442.91,12.0,1.5,34.6,249.0,15.14,2.35,39.1,0.067,383.0,208.0,0.72,1.32,35.0,0.31,Tsai,,
457,P500,3.1,,Baseline,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,3.0,1.5,29.8,213.0,11.39,2.33,34.8,0.098,392.0,187.0,0.61,2.1,5.0,0.5,Tsai,,
458,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,6.0,1.5,29.7,240.0,11.31,2.29,34.6,0.0928,392.0,173.0,0.69,3.83,14.0,0.9,Tsai,,
459,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,9.0,1.5,29.4,274.0,11.13,2.25,34.4,0.0876,386.0,169.0,0.72,5.6,27.0,1.32,Tsai,,
460,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,12.0,1.5,29.3,299.0,11.06,2.24,34.3,0.086,386.0,170.0,0.73,7.35,44.0,1.73,Tsai,,
461,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,18.0,1.5,29.2,410.0,10.97,2.23,34.2,0.0846,384.0,170.0,0.73,11.0,87.0,2.59,Tsai,,
462,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,3.0,1.0,29.3,99.0,11.07,2.22,34.3,0.0823,384.0,136.0,0.63,2.06,5.0,0.48,Tsai,,
463,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,6.0,1.0,29.4,104.0,11.17,2.22,34.4,0.0799,384.0,129.0,0.67,3.61,14.0,0.85,Tsai,,
464,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,12.0,1.0,29.3,116.0,11.09,2.2,34.3,0.0776,384.0,123.0,0.71,7.23,44.0,1.7,Tsai,,
465,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,18.0,1.0,30.0,128.0,11.61,2.22,34.9,0.0724,385.0,121.0,0.74,10.94,87.0,2.58,Tsai,,
466,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,24.0,1.0,30.3,146.0,11.75,2.23,35.1,0.0712,385.0,120.0,0.75,14.53,140.0,3.43,Tsai,,
467,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,37.0,1.0,30.1,250.0,11.67,2.21,35.0,0.0693,385.0,119.0,0.77,21.82,277.0,5.14,Tsai,,
468,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,43.0,1.0,29.9,346.0,11.52,2.19,34.8,0.0676,385.0,119.0,0.79,25.37,357.0,5.98,Tsai,,
469,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,4.0,0.6,30.8,39.0,12.16,2.23,35.6,0.0655,382.0,80.0,0.63,2.29,6.0,0.54,Tsai,,
470,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,6.0,0.6,31.2,41.0,12.47,2.25,36.0,0.0634,382.0,73.0,0.67,3.63,14.0,0.86,Tsai,,
471,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,12.0,0.6,30.6,46.0,12.06,2.2,35.5,0.0613,383.0,72.0,0.69,7.27,45.0,1.71,Tsai,,
472,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,24.0,0.6,30.8,63.0,12.15,2.21,35.6,0.0606,383.0,68.0,0.72,14.48,141.0,3.41,Tsai,,
473,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,31.0,0.6,31.3,92.0,12.54,2.23,36.1,0.0593,383.0,65.0,0.74,18.15,205.0,4.28,Tsai,,
474,P500,3.1,,Low surf tens,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,3.0,1.0,26.8,90.0,9.48,2.15,32.1,0.1015,396.0,108.0,0.74,1.97,11.0,0.46,Tsai,,
475,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,6.0,1.0,26.6,96.0,9.38,2.12,32.0,0.0969,396.0,102.0,0.8,3.76,32.0,0.89,Tsai,,
476,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,9.0,1.0,26.6,104.0,9.42,2.11,32.0,0.0924,393.0,105.0,0.8,5.51,63.0,1.3,Tsai,,
477,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,12.0,1.0,27.1,102.0,9.71,2.13,32.4,0.09,393.0,103.0,0.81,7.33,102.0,1.73,Tsai,,
478,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,18.0,1.0,27.2,113.0,9.74,2.13,32.5,0.0897,393.0,102.0,0.82,10.98,201.0,2.59,Tsai,,
479,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,25.0,1.0,27.3,124.0,9.84,2.13,32.6,0.0874,391.0,103.0,0.82,14.64,327.0,3.45,Tsai,,
480,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,31.0,1.0,27.5,168.0,9.95,2.13,32.7,0.086,391.0,104.0,0.81,18.15,471.0,4.28,Tsai,,
481,P500,3.1,,,,,,500.0,45.0,0.0081,0.0096,0.00653,,,516.85,24.0,1.0,27.8,130.0,10.17,2.12,33.0,0.0795,392.0,108.0,0.83,14.35,323.0,3.38,Tsai,,
